"id","name","bio","created_at","userId","updated_at"
51,A. Manette Ansay,Biography details and dummy summary text for author A. Manette Ansay.,2026-05-25 22:02:08.625 +0530,60,2026-05-30 12:36:16.316
52,A. Martin,Biography details and dummy summary text for author A. Martin.,2026-05-25 22:02:08.625 +0530,61,2026-05-30 12:36:16.320
54,A. Monnerie,Biography details and dummy summary text for author A. Monnerie.,2026-05-25 22:02:08.625 +0530,63,2026-05-30 12:36:16.331
55,A. N. Roquelaure,Biography details and dummy summary text for author A. N. Roquelaure.,2026-05-25 22:02:08.625 +0530,64,2026-05-30 12:36:16.336
56,A. N. Wilson,Biography details and dummy summary text for author A. N. Wilson.,2026-05-25 22:02:08.625 +0530,65,2026-05-30 12:36:16.340
57,A. Nicholas Fargnoli,Biography details and dummy summary text for author A. Nicholas Fargnoli.,2026-05-25 22:02:08.625 +0530,66,2026-05-30 12:36:16.345
58,A. P. J Abdul Kalam,Biography details and dummy summary text for author A. P. J Abdul Kalam.,2026-05-25 22:02:08.625 +0530,67,2026-05-30 12:36:16.351
59,A. Pate,Biography details and dummy summary text for author A. Pate.,2026-05-25 22:02:08.625 +0530,68,2026-05-30 12:36:16.357
60,A. R. Gurney,Biography details and dummy summary text for author A. R. Gurney.,2026-05-25 22:02:08.625 +0530,69,2026-05-30 12:36:16.362
62,"A. R., Dr Hari","Biography details and dummy summary text for author A. R., Dr Hari.",2026-05-25 22:02:08.625 +0530,71,2026-05-30 12:36:16.368
63,A. Ray Elkins,Biography details and dummy summary text for author A. Ray Elkins.,2026-05-25 22:02:08.625 +0530,72,2026-05-30 12:36:16.372
64,A. S. Byatt,Biography details and dummy summary text for author A. S. Byatt.,2026-05-25 22:02:08.625 +0530,73,2026-05-30 12:36:16.375
65,A. Scott Berg,Biography details and dummy summary text for author A. Scott Berg.,2026-05-25 22:02:08.625 +0530,74,2026-05-30 12:36:16.379
67,A. V. Sellwood,Biography details and dummy summary text for author A. V. Sellwood.,2026-05-25 22:02:08.625 +0530,76,2026-05-30 12:36:16.387
68,A. Verghese,Biography details and dummy summary text for author A. Verghese.,2026-05-25 22:02:08.625 +0530,77,2026-05-30 12:36:16.392
69,A. W. Palmer,Biography details and dummy summary text for author A. W. Palmer.,2026-05-25 22:02:08.625 +0530,78,2026-05-30 12:36:16.398
71,A. William Robinson,Biography details and dummy summary text for author A. William Robinson.,2026-05-25 22:02:08.625 +0530,80,2026-05-30 12:36:16.417
72,A. Wimschneider,Biography details and dummy summary text for author A. Wimschneider.,2026-05-25 22:02:08.625 +0530,81,2026-05-30 12:36:16.421
73,A.A. Attanasio,Biography details and dummy summary text for author A.A. Attanasio.,2026-05-25 22:02:08.625 +0530,82,2026-05-30 12:36:16.424
74,A.A. Fair,Biography details and dummy summary text for author A.A. Fair.,2026-05-25 22:02:08.625 +0530,83,2026-05-30 12:36:16.428
75,A.A. Milne,Biography details and dummy summary text for author A.A. Milne.,2026-05-25 22:02:08.625 +0530,84,2026-05-30 12:36:16.434
77,A.C. Pomahoba,Biography details and dummy summary text for author A.C. Pomahoba.,2026-05-25 22:02:08.625 +0530,86,2026-05-30 12:36:16.446
78,A.E. Parker,Biography details and dummy summary text for author A.E. Parker.,2026-05-25 22:02:08.625 +0530,87,2026-05-30 12:36:16.449
79,A.E. Van Vogt,Biography details and dummy summary text for author A.E. Van Vogt.,2026-05-25 22:02:08.625 +0530,88,2026-05-30 12:36:16.452
80,A.E.W. Mason,Biography details and dummy summary text for author A.E.W. Mason.,2026-05-25 22:02:08.625 +0530,89,2026-05-30 12:36:16.455
81,A.J. JACOBS,Biography details and dummy summary text for author A.J. JACOBS.,2026-05-25 22:02:08.625 +0530,90,2026-05-30 12:36:16.459
82,A.J. Jacobs,Biography details and dummy summary text for author A.J. Jacobs.,2026-05-25 22:02:08.625 +0530,91,2026-05-30 12:36:16.463
83,A.J. Orde,Biography details and dummy summary text for author A.J. Orde.,2026-05-25 22:02:08.625 +0530,92,2026-05-30 12:36:16.466
85,A.J.P. Taylor,Biography details and dummy summary text for author A.J.P. Taylor.,2026-05-25 22:02:08.625 +0530,94,2026-05-30 12:36:16.473
86,A.L. Kennedy,Biography details and dummy summary text for author A.L. Kennedy.,2026-05-25 22:02:08.625 +0530,95,2026-05-30 12:36:16.479
87,A.L. Singer,Biography details and dummy summary text for author A.L. Singer.,2026-05-25 22:02:08.625 +0530,96,2026-05-30 12:36:16.485
88,A.L. WILLIAMS,Biography details and dummy summary text for author A.L. WILLIAMS.,2026-05-25 22:02:08.625 +0530,97,2026-05-30 12:36:16.489
89,A.M. Homes,Biography details and dummy summary text for author A.M. Homes.,2026-05-25 22:02:08.625 +0530,98,2026-05-30 12:36:16.494
91,A.M. Monson,Biography details and dummy summary text for author A.M. Monson.,2026-05-25 22:02:08.625 +0530,100,2026-05-30 12:36:16.506
92,A.N. Jeffares,Biography details and dummy summary text for author A.N. Jeffares.,2026-05-25 22:02:08.625 +0530,101,2026-05-30 12:36:16.509
93,A.N. Roquelaure,Biography details and dummy summary text for author A.N. Roquelaure.,2026-05-25 22:02:08.625 +0530,102,2026-05-30 12:36:16.512
94,A.R.R.R. Roberts,Biography details and dummy summary text for author A.R.R.R. Roberts.,2026-05-25 22:02:08.625 +0530,103,2026-05-30 12:36:16.515
95,A.S.  Byatt,Biography details and dummy summary text for author A.S.  Byatt.,2026-05-25 22:02:08.625 +0530,104,2026-05-30 12:36:16.519
96,A.S. BYATT,Biography details and dummy summary text for author A.S. BYATT.,2026-05-25 22:02:08.625 +0530,105,2026-05-30 12:36:16.524
97,A.T. Hatto,Biography details and dummy summary text for author A.T. Hatto.,2026-05-25 22:02:08.625 +0530,106,2026-05-30 12:36:16.529
99,AA.VV.,Biography details and dummy summary text for author AA.VV..,2026-05-25 22:02:08.625 +0530,108,2026-05-30 12:36:16.536
100,AARON NAPARSTEK,Biography details and dummy summary text for author AARON NAPARSTEK.,2026-05-25 22:02:08.625 +0530,109,2026-05-30 12:36:16.539
101,AD HUDLER,Biography details and dummy summary text for author AD HUDLER.,2026-05-25 22:02:08.625 +0530,110,2026-05-30 12:36:16.543
102,ADAM HASLETT,Biography details and dummy summary text for author ADAM HASLETT.,2026-05-25 22:02:08.625 +0530,111,2026-05-30 12:36:16.546
103,ADAM SMITH,Biography details and dummy summary text for author ADAM SMITH.,2026-05-25 22:02:08.625 +0530,112,2026-05-30 12:36:16.551
105,ADRIANA TRIGIANI,Biography details and dummy summary text for author ADRIANA TRIGIANI.,2026-05-25 22:02:08.625 +0530,114,2026-05-30 12:36:16.560
106,AGATHA CHRISTIE,Biography details and dummy summary text for author AGATHA CHRISTIE.,2026-05-25 22:02:08.625 +0530,115,2026-05-30 12:36:16.566
107,AINSLIE T. EMBREE,Biography details and dummy summary text for author AINSLIE T. EMBREE.,2026-05-25 22:02:08.625 +0530,116,2026-05-30 12:36:16.571
108,AL FRANKEN,Biography details and dummy summary text for author AL FRANKEN.,2026-05-25 22:02:08.625 +0530,117,2026-05-30 12:36:16.575
109,ALAN DEAN FOSTER,Biography details and dummy summary text for author ALAN DEAN FOSTER.,2026-05-25 22:02:08.625 +0530,118,2026-05-30 12:36:16.580
110,ALAN FURST,Biography details and dummy summary text for author ALAN FURST.,2026-05-25 22:02:08.625 +0530,119,2026-05-30 12:36:16.585
111,ALB3,Biography details and dummy summary text for author ALB3.,2026-05-25 22:02:08.625 +0530,120,2026-05-30 12:36:16.590
113,ALBERTO MORAVIA,Biography details and dummy summary text for author ALBERTO MORAVIA.,2026-05-25 22:02:08.625 +0530,122,2026-05-30 12:36:16.596
114,ALEX HALEY,Biography details and dummy summary text for author ALEX HALEY.,2026-05-25 22:02:08.625 +0530,123,2026-05-30 12:36:16.599
115,ALEX WITCHEL,Biography details and dummy summary text for author ALEX WITCHEL.,2026-05-25 22:02:08.625 +0530,124,2026-05-30 12:36:16.602
116,ALEXANDER MCCALL SMITH,Biography details and dummy summary text for author ALEXANDER MCCALL SMITH.,2026-05-25 22:02:08.625 +0530,125,2026-05-30 12:36:16.607
118,ALEXANDRE DUMAS,Biography details and dummy summary text for author ALEXANDRE DUMAS.,2026-05-25 22:02:08.625 +0530,127,2026-05-30 12:36:16.617
119,ALEXIS DE TOCQUEVILLE,Biography details and dummy summary text for author ALEXIS DE TOCQUEVILLE.,2026-05-25 22:02:08.625 +0530,128,2026-05-30 12:36:16.621
120,ALFRED HABEGGER,Biography details and dummy summary text for author ALFRED HABEGGER.,2026-05-25 22:02:08.625 +0530,129,2026-05-30 12:36:16.623
121,ALI SMITH,Biography details and dummy summary text for author ALI SMITH.,2026-05-25 22:02:08.625 +0530,130,2026-05-30 12:36:16.626
122,ALICE BORCHARDT,Biography details and dummy summary text for author ALICE BORCHARDT.,2026-05-25 22:02:08.625 +0530,131,2026-05-30 12:36:16.630
123,ALICE HOFFMAN,Biography details and dummy summary text for author ALICE HOFFMAN.,2026-05-25 22:02:08.625 +0530,132,2026-05-30 12:36:16.635
124,ALICE MCDERMOTT,Biography details and dummy summary text for author ALICE MCDERMOTT.,2026-05-25 22:02:08.625 +0530,133,2026-05-30 12:36:16.639
126,ALISON GORDON,Biography details and dummy summary text for author ALISON GORDON.,2026-05-25 22:02:08.625 +0530,135,2026-05-30 12:36:16.648
127,ALISON WEIR,Biography details and dummy summary text for author ALISON WEIR.,2026-05-25 22:02:08.625 +0530,136,2026-05-30 12:36:16.652
128,ALIX KATES SHULMAN,Biography details and dummy summary text for author ALIX KATES SHULMAN.,2026-05-25 22:02:08.625 +0530,137,2026-05-30 12:36:16.657
129,ALLAN ZOLA KRONZEK,Biography details and dummy summary text for author ALLAN ZOLA KRONZEK.,2026-05-25 22:02:08.625 +0530,138,2026-05-30 12:36:16.663
130,ALLEN MANDELBAUM,Biography details and dummy summary text for author ALLEN MANDELBAUM.,2026-05-25 22:02:08.625 +0530,139,2026-05-30 12:36:16.666
132,AMANDA CROSS,Biography details and dummy summary text for author AMANDA CROSS.,2026-05-25 22:02:08.625 +0530,141,2026-05-30 12:36:16.677
134,AMIR D. ACZEL,Biography details and dummy summary text for author AMIR D. ACZEL.,2026-05-25 22:02:08.625 +0530,143,2026-05-30 12:36:16.684
135,AMULYA MALLADI,Biography details and dummy summary text for author AMULYA MALLADI.,2026-05-25 22:02:08.625 +0530,144,2026-05-30 12:36:16.687
136,AMY KEEHN,Biography details and dummy summary text for author AMY KEEHN.,2026-05-25 22:02:08.625 +0530,145,2026-05-30 12:36:16.691
137,AMY TAN,Biography details and dummy summary text for author AMY TAN.,2026-05-25 22:02:08.625 +0530,146,2026-05-30 12:36:16.694
138,ANDREA DI ROBILANT,Biography details and dummy summary text for author ANDREA DI ROBILANT.,2026-05-25 22:02:08.625 +0530,147,2026-05-30 12:36:16.700
139,ANDREA IMMER,Biography details and dummy summary text for author ANDREA IMMER.,2026-05-25 22:02:08.625 +0530,148,2026-05-30 12:36:16.707
140,ANDREW MD WEIL,Biography details and dummy summary text for author ANDREW MD WEIL.,2026-05-25 22:02:08.625 +0530,149,2026-05-30 12:36:16.710
141,ANITA BROOKNER,Biography details and dummy summary text for author ANITA BROOKNER.,2026-05-25 22:02:08.625 +0530,150,2026-05-30 12:36:16.713
143,ANN BRASHARES,Biography details and dummy summary text for author ANN BRASHARES.,2026-05-25 22:02:08.625 +0530,152,2026-05-30 12:36:16.720
144,ANN COULTER,Biography details and dummy summary text for author ANN COULTER.,2026-05-25 22:02:08.625 +0530,153,2026-05-30 12:36:16.729
145,ANN PACKER,Biography details and dummy summary text for author ANN PACKER.,2026-05-25 22:02:08.625 +0530,154,2026-05-30 12:36:16.743
146,ANNA QUINDLEN,Biography details and dummy summary text for author ANNA QUINDLEN.,2026-05-25 22:02:08.625 +0530,155,2026-05-30 12:36:16.751
147,ANNA SEWELL,Biography details and dummy summary text for author ANNA SEWELL.,2026-05-25 22:02:08.625 +0530,156,2026-05-30 12:36:16.762
148,ANNE FRANK,Biography details and dummy summary text for author ANNE FRANK.,2026-05-25 22:02:08.625 +0530,157,2026-05-30 12:36:16.769
150,ANNE PERRY,Biography details and dummy summary text for author ANNE PERRY.,2026-05-25 22:02:08.625 +0530,159,2026-05-30 12:36:16.780
151,ANNE RAMPLING,Biography details and dummy summary text for author ANNE RAMPLING.,2026-05-25 22:02:08.625 +0530,160,2026-05-30 12:36:16.786
152,ANNE RICE,Biography details and dummy summary text for author ANNE RICE.,2026-05-25 22:02:08.625 +0530,161,2026-05-30 12:36:16.790
153,ANNE TYLER,Biography details and dummy summary text for author ANNE TYLER.,2026-05-25 22:02:08.625 +0530,162,2026-05-30 12:36:16.795
154,ANTONIA FRASER,Biography details and dummy summary text for author ANTONIA FRASER.,2026-05-25 22:02:08.625 +0530,163,2026-05-30 12:36:16.799
155,ARLENE J. CHAI,Biography details and dummy summary text for author ARLENE J. CHAI.,2026-05-25 22:02:08.625 +0530,164,2026-05-30 12:36:16.802
157,ARTHUR KOESTLER,Biography details and dummy summary text for author ARTHUR KOESTLER.,2026-05-25 22:02:08.625 +0530,166,2026-05-30 12:36:16.812
158,ARTHUR PHILLIPS,Biography details and dummy summary text for author ARTHUR PHILLIPS.,2026-05-25 22:02:08.625 +0530,167,2026-05-30 12:36:16.817
159,ARTHUR WALDHORN,Biography details and dummy summary text for author ARTHUR WALDHORN.,2026-05-25 22:02:08.625 +0530,168,2026-05-30 12:36:16.821
160,ARTURO PEREZ-REVERTE,Biography details and dummy summary text for author ARTURO PEREZ-REVERTE.,2026-05-25 22:02:08.625 +0530,169,2026-05-30 12:36:16.825
161,AYN RAND,Biography details and dummy summary text for author AYN RAND.,2026-05-25 22:02:08.625 +0530,170,2026-05-30 12:36:16.829
162,AZAR NAFISI,Biography details and dummy summary text for author AZAR NAFISI.,2026-05-25 22:02:08.625 +0530,171,2026-05-30 12:36:16.833
164,Aaron Copland,Biography details and dummy summary text for author Aaron Copland.,2026-05-25 22:02:08.625 +0530,173,2026-05-30 12:36:16.847
165,Aaron Elkins,Biography details and dummy summary text for author Aaron Elkins.,2026-05-25 22:02:08.625 +0530,174,2026-05-30 12:36:16.850
166,Aaron Fletcher,Biography details and dummy summary text for author Aaron Fletcher.,2026-05-25 22:02:08.625 +0530,175,2026-05-30 12:36:16.853
167,Aaron J. Elkins,Biography details and dummy summary text for author Aaron J. Elkins.,2026-05-25 22:02:08.625 +0530,176,2026-05-30 12:36:16.855
168,Aaron Karo,Biography details and dummy summary text for author Aaron Karo.,2026-05-25 22:02:08.625 +0530,177,2026-05-30 12:36:16.858
169,Aaron Kramer,Biography details and dummy summary text for author Aaron Kramer.,2026-05-25 22:02:08.625 +0530,178,2026-05-30 12:36:16.861
171,Aaron McGruder,Biography details and dummy summary text for author Aaron McGruder.,2026-05-25 22:02:08.625 +0530,180,2026-05-30 12:36:16.869
172,Aaron Roy Even,Biography details and dummy summary text for author Aaron Roy Even.,2026-05-25 22:02:08.625 +0530,181,2026-05-30 12:36:16.872
173,Aaron Sorkin,Biography details and dummy summary text for author Aaron Sorkin.,2026-05-25 22:02:08.625 +0530,182,2026-05-30 12:36:16.877
174,Aat Vervoorn,Biography details and dummy summary text for author Aat Vervoorn.,2026-05-25 22:02:08.625 +0530,183,2026-05-30 12:36:16.881
175,Abba Solomon Eban,Biography details and dummy summary text for author Abba Solomon Eban.,2026-05-25 22:02:08.625 +0530,184,2026-05-30 12:36:16.888
176,Abbas Milani,Biography details and dummy summary text for author Abbas Milani.,2026-05-25 22:02:08.625 +0530,185,2026-05-30 12:36:16.894
178,Abbe Prevost,Biography details and dummy summary text for author Abbe Prevost.,2026-05-25 22:02:08.625 +0530,187,2026-05-30 12:36:16.903
179,"Abbie F., Dr. Salny","Biography details and dummy summary text for author Abbie F., Dr. Salny.",2026-05-25 22:02:08.625 +0530,188,2026-05-30 12:36:16.907
180,Abbie Hoffman,Biography details and dummy summary text for author Abbie Hoffman.,2026-05-25 22:02:08.625 +0530,189,2026-05-30 12:36:16.910
181,Abbie Zabar,Biography details and dummy summary text for author Abbie Zabar.,2026-05-25 22:02:08.625 +0530,190,2026-05-30 12:36:16.913
182,Abby Bardi,Biography details and dummy summary text for author Abby Bardi.,2026-05-25 22:02:08.625 +0530,191,2026-05-30 12:36:16.916
183,Abby Kanter,Biography details and dummy summary text for author Abby Kanter.,2026-05-25 22:02:08.625 +0530,192,2026-05-30 12:36:16.921
185,Abdullah Yusuf Ali,Biography details and dummy summary text for author Abdullah Yusuf Ali.,2026-05-25 22:02:08.625 +0530,194,2026-05-30 12:36:16.931
186,Abigail Padgett,Biography details and dummy summary text for author Abigail Padgett.,2026-05-25 22:02:08.625 +0530,195,2026-05-30 12:36:16.935
187,Abigail Stone,Biography details and dummy summary text for author Abigail Stone.,2026-05-25 22:02:08.625 +0530,196,2026-05-30 12:36:16.938
188,Abigail Thomas,Biography details and dummy summary text for author Abigail Thomas.,2026-05-25 22:02:08.625 +0530,197,2026-05-30 12:36:16.941
189,Abigail Van Buren,Biography details and dummy summary text for author Abigail Van Buren.,2026-05-25 22:02:08.625 +0530,198,2026-05-30 12:36:16.944
190,Abk Publ,Biography details and dummy summary text for author Abk Publ.,2026-05-25 22:02:08.625 +0530,199,2026-05-30 12:36:16.948
192,Abraham Joshua Heschel,Biography details and dummy summary text for author Abraham Joshua Heschel.,2026-05-25 22:02:08.625 +0530,201,2026-05-30 12:36:16.956
193,Abraham Verghese,Biography details and dummy summary text for author Abraham Verghese.,2026-05-25 22:02:08.625 +0530,202,2026-05-30 12:36:16.959
194,Abram Kanof,Biography details and dummy summary text for author Abram Kanof.,2026-05-25 22:02:08.625 +0530,203,2026-05-30 12:36:16.965
195,Achy Obejas,Biography details and dummy summary text for author Achy Obejas.,2026-05-25 22:02:08.625 +0530,204,2026-05-30 12:36:16.969
198,Adam Bagdasarian,Biography details and dummy summary text for author Adam Bagdasarian.,2026-05-25 22:02:08.625 +0530,207,2026-05-30 12:36:16.981
199,Adam Barrow,Biography details and dummy summary text for author Adam Barrow.,2026-05-25 22:02:08.625 +0530,208,2026-05-30 12:36:16.984
200,Adam Beechen,Biography details and dummy summary text for author Adam Beechen.,2026-05-25 22:02:08.625 +0530,209,2026-05-30 12:36:16.989
201,Adam Berlin,Biography details and dummy summary text for author Adam Berlin.,2026-05-25 22:02:08.625 +0530,210,2026-05-30 12:36:16.995
202,Adam Brate,Biography details and dummy summary text for author Adam Brate.,2026-05-25 22:02:08.625 +0530,211,2026-05-30 12:36:16.999
203,Adam Braver,Biography details and dummy summary text for author Adam Braver.,2026-05-25 22:02:08.625 +0530,212,2026-05-30 12:36:17.003
205,Adam Gopnik,Biography details and dummy summary text for author Adam Gopnik.,2026-05-25 22:02:08.625 +0530,214,2026-05-30 12:36:17.009
206,Adam Haslett,Biography details and dummy summary text for author Adam Haslett.,2026-05-25 22:02:08.625 +0530,215,2026-05-30 12:36:17.012
207,Adam Hochschild,Biography details and dummy summary text for author Adam Hochschild.,2026-05-25 22:02:08.625 +0530,216,2026-05-30 12:36:17.017
208,Adam J. Jackson,Biography details and dummy summary text for author Adam J. Jackson.,2026-05-25 22:02:08.625 +0530,217,2026-05-30 12:36:17.023
209,Adam Lebor,Biography details and dummy summary text for author Adam Lebor.,2026-05-25 22:02:08.625 +0530,218,2026-05-30 12:36:17.026
210,Adam Lee,Biography details and dummy summary text for author Adam Lee.,2026-05-25 22:02:08.625 +0530,219,2026-05-30 12:36:17.029
211,Adam Long,Biography details and dummy summary text for author Adam Long.,2026-05-25 22:02:08.625 +0530,220,2026-05-30 12:36:17.032
213,Adam Parkes,Biography details and dummy summary text for author Adam Parkes.,2026-05-25 22:02:08.625 +0530,222,2026-05-30 12:36:17.042
214,Adam Peltzman,Biography details and dummy summary text for author Adam Peltzman.,2026-05-25 22:02:08.625 +0530,223,2026-05-30 12:36:17.045
215,Adam Rapp,Biography details and dummy summary text for author Adam Rapp.,2026-05-25 22:02:08.625 +0530,224,2026-05-30 12:36:17.048
216,Adam-Troy Castro,Biography details and dummy summary text for author Adam-Troy Castro.,2026-05-25 22:02:08.625 +0530,225,2026-05-30 12:36:17.051
217,Addams,Biography details and dummy summary text for author Addams.,2026-05-25 22:02:08.625 +0530,226,2026-05-30 12:36:17.057
219,Adele Ashworth,Biography details and dummy summary text for author Adele Ashworth.,2026-05-25 22:02:08.625 +0530,228,2026-05-30 12:36:17.066
220,Adele Faber,Biography details and dummy summary text for author Adele Faber.,2026-05-25 22:02:08.625 +0530,229,2026-05-30 12:36:17.070
221,Adele Griffin,Biography details and dummy summary text for author Adele Griffin.,2026-05-25 22:02:08.625 +0530,230,2026-05-30 12:36:17.074
222,Adele Lang,Biography details and dummy summary text for author Adele Lang.,2026-05-25 22:02:08.625 +0530,231,2026-05-30 12:36:17.079
223,Adele Parks,Biography details and dummy summary text for author Adele Parks.,2026-05-25 22:02:08.625 +0530,232,2026-05-30 12:36:17.083
224,Adelheid Ohlig,Biography details and dummy summary text for author Adelheid Ohlig.,2026-05-25 22:02:08.625 +0530,233,2026-05-30 12:36:17.086
226,Adelle Davis,Biography details and dummy summary text for author Adelle Davis.,2026-05-25 22:02:08.625 +0530,235,2026-05-30 12:36:17.092
227,Adib Khan,Biography details and dummy summary text for author Adib Khan.,2026-05-25 22:02:08.625 +0530,236,2026-05-30 12:36:17.095
228,Adin Steinsaltz,Biography details and dummy summary text for author Adin Steinsaltz.,2026-05-25 22:02:08.625 +0530,237,2026-05-30 12:36:17.100
229,Adirana Trigiani,Biography details and dummy summary text for author Adirana Trigiani.,2026-05-25 22:02:08.625 +0530,238,2026-05-30 12:36:17.104
230,Adobe Creative Team,Biography details and dummy summary text for author Adobe Creative Team.,2026-05-25 22:02:08.625 +0530,239,2026-05-30 12:36:17.108
231,Adolf Hitler,Biography details and dummy summary text for author Adolf Hitler.,2026-05-25 22:02:08.625 +0530,240,2026-05-30 12:36:17.112
